brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,year_sold,price_per_sqft
16829.0,for_sale,1150000.0,4.0,4.0,,1654347.0,San Diego,California,92108.0,2110.0,2017-01-19,2017.0,545.0236966824644
108257.0,for_sale,395000.0,1.0,1.0,6.66,1478422.0,San Diego,California,92108.0,660.0,2018-11-20,2018.0,598.4848484848485
22611.0,for_sale,2350000.0,4.0,4.0,0.13,1510055.0,San Diego,California,92130.0,2683.0,2018-11-07,2018.0,875.8852031308237
16829.0,for_sale,1300000.0,4.0,2.0,0.22,266838.0,San Diego,California,92129.0,1920.0,2017-01-06,2017.0,677.0833333333334
19265.0,for_sale,938888.0,3.0,2.0,1.85,235135.0,San Diego,California,92130.0,1376.0,2009-08-11,2009.0,682.3313953488372
7463.0,for_sale,475000.0,2.0,1.0,,1509984.0,San Diego,California,92108.0,690.0,2008-06-16,2008.0,688.4057971014493
4302.0,for_sale,599000.0,2.0,2.0,,1796849.0,San Diego,California,92129.0,927.0,2019-11-06,2019.0,646.1704422869472
24186.0,for_sale,1595000.0,3.0,2.0,0.32,165789.0,San Diego,California,92131.0,1856.0,1995-05-09,1995.0,859.375
23089.0,for_sale,1599000.0,4.0,3.0,0.19,241564.0,San Diego,California,92129.0,2066.0,2004-09-20,2004.0,773.9593417231365
84750.0,for_sale,3599999.0,5.0,5.0,0.23,88229.0,San Diego,California,92130.0,3827.0,2013-06-14,2013.0,940.6843480533055
78694.0,for_sale,649800.0,2.0,2.0,,1509953.0,San Diego,California,92108.0,1256.0,2010-05-13,2010.0,517.3566878980891
82024.0,for_sale,875000.0,3.0,3.0,,1709523.0,San Diego,California,92108.0,2102.0,2016-09-29,2016.0,416.27021883920077
37727.0,for_sale,1050000.0,5.0,3.0,,1280427.0,San Diego,California,92117.0,2348.0,1975-10-17,1975.0,447.18909710391824
81134.0,for_sale,1350000.0,4.0,3.0,0.8,374130.0,San Diego,California,92129.0,2100.0,2000-06-20,2000.0,642.8571428571429
10260.0,for_sale,429900.0,1.0,1.0,,1514534.0,San Diego,California,92108.0,661.0,2019-08-19,2019.0,650.3782148260212
16829.0,for_sale,3499000.0,5.0,6.0,0.24,1377069.0,San Diego,California,92130.0,4370.0,2019-10-29,2019.0,800.6864988558352
52574.0,for_sale,929000.0,2.0,3.0,,216478.0,San Diego,California,92130.0,1178.0,1994-05-02,1994.0,788.6247877758914
10340.0,for_sale,1499000.0,3.0,3.0,0.08,1272175.0,San Diego,California,92130.0,2119.0,2003-03-18,2003.0,707.409155261916
78440.0,for_sale,1155000.0,3.0,3.0,0.06,234773.0,San Diego,California,92131.0,1556.0,2002-08-29,2002.0,742.2879177377893
53016.0,for_sale,2500000.0,6.0,7.0,0.37,422516.0,San Diego,California,92131.0,5057.0,2007-09-06,2007.0,494.3642475776152
13619.0,for_sale,999900.0,3.0,2.0,0.15,1328795.0,San Diego,California,92117.0,1486.0,2021-10-26,2021.0,672.8802153432032
,for_sale,599000.0,2.0,2.0,,899402.0,San Diego,California,92102.0,1026.0,2016-09-28,2016.0,583.8206627680312
27476.0,for_sale,12995000.0,6.0,9.0,3.02,1539164.0,San Diego,California,92130.0,15264.0,2003-12-02,2003.0,851.3495807127882
23592.0,for_sale,1049000.0,2.0,2.0,,111522.0,San Diego,California,92129.0,1454.0,2020-11-20,2020.0,721.4580467675378
95041.0,for_sale,1199900.0,3.0,2.0,0.17,1217863.0,San Diego,California,92117.0,1301.0,2013-09-11,2013.0,922.2905457340507
22611.0,for_sale,1599000.0,3.0,3.0,0.07,295482.0,San Diego,California,92130.0,2007.0,2004-02-23,2004.0,796.711509715994
44690.0,for_sale,560000.0,2.0,2.0,,1168647.0,San Diego,California,92117.0,780.0,1989-06-23,1989.0,717.9487179487179
45090.0,for_sale,1400000.0,3.0,3.0,0.13,1648764.0,San Diego,California,92129.0,1948.0,1994-08-25,1994.0,718.6858316221766
22611.0,for_sale,998000.0,3.0,2.0,0.11,284856.0,San Diego,California,92129.0,1254.0,2013-10-18,2013.0,795.8532695374801
63571.0,for_sale,925000.0,3.0,3.0,,71213.0,San Diego,California,92131.0,1668.0,1981-01-15,1981.0,554.5563549160671
16829.0,for_sale,969900.0,2.0,2.0,0.08,896828.0,San Diego,California,92102.0,947.0,2012-05-01,2012.0,1024.181626187962
109978.0,for_sale,1000000.0,5.0,3.0,,1021995.0,San Diego,California,92102.0,1667.0,1999-08-17,1999.0,599.880023995201
84798.0,for_sale,440000.0,1.0,1.0,0.74,949738.0,San Diego,California,92102.0,550.0,2017-11-07,2017.0,800.0
22611.0,for_sale,995000.0,2.0,3.0,,781496.0,San Diego,California,92108.0,1464.0,2016-12-09,2016.0,679.6448087431694
22611.0,for_sale,1088000.0,2.0,3.0,,1102657.0,San Diego,California,92130.0,1202.0,2017-10-05,2017.0,905.1580698835274
83865.0,for_sale,1375000.0,5.0,3.0,0.17,1164669.0,San Diego,California,92117.0,2038.0,2014-12-30,2014.0,674.6810598626104
95222.0,for_sale,1190000.0,4.0,3.0,1.11,299139.0,San Diego,California,92129.0,2033.0,2016-09-15,2016.0,585.3418593212002
53261.0,for_sale,1995000.0,5.0,5.0,0.29,177127.0,San Diego,California,92131.0,3441.0,2019-06-10,2019.0,579.7733217088056
82024.0,for_sale,1975000.0,4.0,4.0,0.14,1700213.0,San Diego,California,92129.0,3099.0,2016-12-22,2016.0,637.3023555985802
109979.0,for_sale,1400000.0,3.0,3.0,0.15,1064863.0,San Diego,California,92117.0,1624.0,2021-10-04,2021.0,862.0689655172414
433.0,for_sale,2250000.0,4.0,3.0,0.23,162330.0,San Diego,California,92131.0,3609.0,2016-11-29,2016.0,623.4413965087282
81134.0,for_sale,899900.0,3.0,4.0,,931571.0,San Diego,California,92117.0,1422.0,2011-12-28,2011.0,632.8410689170183
53261.0,for_sale,1900000.0,5.0,5.0,0.22,165742.0,San Diego,California,92131.0,3414.0,2006-09-15,2006.0,556.5319273579379
98162.0,for_sale,529900.0,2.0,1.0,,124701.0,San Diego,California,92129.0,924.0,2017-10-25,2017.0,573.4848484848485
53016.0,for_sale,1849900.0,4.0,3.0,0.19,1618889.0,San Diego,California,92129.0,2406.0,1995-05-26,1995.0,768.8694929343309
29032.0,for_sale,695000.0,2.0,2.0,5.78,862534.0,San Diego,California,92117.0,1016.0,1987-12-09,1987.0,684.0551181102362
23592.0,for_sale,1029000.0,4.0,2.0,,1080905.0,San Diego,California,92117.0,1200.0,2021-07-14,2021.0,857.5
35346.0,for_sale,488800.0,2.0,2.0,,1293675.0,San Diego,California,92117.0,896.0,2002-01-02,2002.0,545.5357142857143
71240.0,for_sale,795000.0,2.0,3.0,2.41,1834741.0,San Diego,California,92131.0,1116.0,2022-02-11,2022.0,712.3655913978495
109978.0,for_sale,1130000.0,3.0,3.0,0.37,112025.0,San Diego,California,92131.0,1490.0,2010-02-19,2010.0,758.3892617449665
108257.0,for_sale,975000.0,3.0,2.0,0.33,156038.0,San Diego,California,92129.0,1246.0,1976-06-04,1976.0,782.5040128410915
10340.0,for_sale,2595000.0,5.0,5.0,0.25,1306905.0,San Diego,California,92130.0,3516.0,2008-05-01,2008.0,738.0546075085324
53175.0,for_sale,999999.0,3.0,2.0,0.21,365015.0,San Diego,California,92129.0,1476.0,1975-11-14,1975.0,677.5060975609756
53016.0,for_sale,1635000.0,4.0,3.0,0.12,1748897.0,San Diego,California,92129.0,2202.0,1988-02-29,1988.0,742.5068119891008
21816.0,for_sale,998000.0,3.0,2.0,2.61,235198.0,San Diego,California,92130.0,1444.0,2013-07-17,2013.0,691.1357340720222
82198.0,for_sale,649000.0,2.0,3.0,2.88,1554291.0,San Diego,California,92108.0,1340.0,2010-05-12,2010.0,484.32835820895525
52574.0,for_sale,2399000.0,5.0,4.0,0.28,90798.0,San Diego,California,92130.0,3094.0,2003-08-11,2003.0,775.371687136393
108091.0,for_sale,1400000.0,4.0,3.0,0.11,1044912.0,San Diego,California,92106.0,1920.0,1981-07-23,1981.0,729.1666666666666
45090.0,for_sale,2068000.0,5.0,4.0,0.11,253823.0,San Diego,California,92130.0,2740.0,2019-08-27,2019.0,754.7445255474453
16829.0,for_sale,1649900.0,3.0,2.0,0.12,1102439.0,San Diego,California,92117.0,1593.0,2017-03-27,2017.0,1035.7187696170747
76879.0,for_sale,1385000.0,1.0,2.0,,1537687.0,San Diego,California,92103.0,1395.0,2007-08-23,2007.0,992.831541218638
15408.0,for_sale,999000.0,2.0,3.0,,265600.0,San Diego,California,92130.0,1316.0,2018-09-20,2018.0,759.1185410334347
22649.0,for_sale,1749000.0,4.0,3.0,0.14,1127819.0,San Diego,California,92130.0,2207.0,2007-02-21,2007.0,792.4784775713639
16829.0,for_sale,1750000.0,3.0,3.0,0.1,274984.0,San Diego,California,92130.0,1804.0,1999-12-07,1999.0,970.0665188470067
66467.0,for_sale,1575000.0,4.0,5.0,,1255769.0,San Diego,California,92117.0,2445.0,2020-04-29,2020.0,644.1717791411043
22828.0,for_sale,2600000.0,5.0,4.0,0.26,157872.0,San Diego,California,92131.0,3559.0,1999-12-14,1999.0,730.5422871593145
12194.0,for_sale,1515000.0,3.0,2.0,,1834833.0,San Diego,California,92131.0,1551.0,2019-07-08,2019.0,976.7891682785299
52574.0,for_sale,599000.0,1.0,1.0,2.47,1119912.0,San Diego,California,92130.0,748.0,2020-05-06,2020.0,800.8021390374331
108252.0,for_sale,2000000.0,5.0,4.0,0.15,1228595.0,San Diego,California,92130.0,2938.0,1993-11-12,1993.0,680.7351940095303
109978.0,for_sale,925000.0,3.0,2.0,0.14,1236126.0,San Diego,California,92117.0,1360.0,1978-09-06,1978.0,680.1470588235294
36983.0,for_sale,799900.0,3.0,2.0,0.14,1157991.0,San Diego,California,92117.0,1032.0,2009-11-20,2009.0,775.0968992248062
90564.0,for_sale,399900.0,1.0,1.0,,1497499.0,San Diego,California,92108.0,667.0,2019-04-30,2019.0,599.5502248875562
22611.0,for_sale,1299000.0,3.0,2.0,0.12,1823333.0,San Diego,California,92129.0,1760.0,2014-05-23,2014.0,738.0681818181819
57642.0,for_sale,995000.0,3.0,2.0,0.12,1333506.0,San Diego,California,92117.0,1761.0,1995-12-28,1995.0,565.0198750709824
16829.0,for_sale,1910000.0,5.0,3.0,0.23,253030.0,San Diego,California,92129.0,2889.0,2009-12-31,2009.0,661.1284181377639
2802.0,for_sale,999999.0,3.0,2.0,0.13,1529982.0,San Diego,California,92117.0,1251.0,2021-11-09,2021.0,799.3597122302158
80835.0,for_sale,635000.0,2.0,2.0,,897908.0,San Diego,California,92117.0,973.0,2016-06-01,2016.0,652.6207605344296
3541.0,for_sale,1300000.0,4.0,3.0,,306539.0,San Diego,California,92129.0,1802.0,2002-04-12,2002.0,721.4206437291898
23592.0,for_sale,1129000.0,3.0,3.0,,1650886.0,San Diego,California,92129.0,1743.0,2016-07-14,2016.0,647.7337923121056
77365.0,for_sale,525000.0,2.0,2.0,,1503205.0,San Diego,California,92108.0,972.0,2015-11-03,2015.0,540.1234567901234
53261.0,for_sale,695000.0,3.0,2.0,2.27,1545986.0,San Diego,California,92108.0,1279.0,1988-05-27,1988.0,543.3932759968726
10340.0,for_sale,1100000.0,3.0,2.0,0.16,1796912.0,San Diego,California,92129.0,1692.0,1989-04-12,1989.0,650.1182033096927
70291.0,for_sale,540000.0,2.0,2.0,2.15,1835351.0,San Diego,California,92131.0,850.0,2012-06-25,2012.0,635.2941176470588
97495.0,for_sale,2650000.0,5.0,5.0,0.26,147832.0,San Diego,California,92131.0,4203.0,2003-04-30,2003.0,630.5020223649774
44690.0,for_sale,950000.0,2.0,2.0,,1117211.0,San Diego,California,92130.0,1246.0,2011-08-23,2011.0,762.4398073836276
95378.0,for_sale,939900.0,3.0,2.0,0.12,1345146.0,San Diego,California,92117.0,1174.0,2021-05-18,2021.0,800.5962521294718
61592.0,for_sale,599000.0,3.0,2.0,0.09,290815.0,San Diego,California,92114.0,1202.0,1996-04-19,1996.0,498.3361064891847
98162.0,for_sale,840000.0,5.0,2.0,0.12,544963.0,San Diego,California,92114.0,2171.0,2015-01-21,2015.0,386.9184707508061
52091.0,for_sale,1270000.0,4.0,3.0,0.1,310753.0,San Diego,California,92129.0,1753.0,2013-09-23,2013.0,724.4723331431832
69568.0,for_sale,1998000.0,4.0,3.0,,1172306.0,San Diego,California,92130.0,2274.0,2017-01-09,2017.0,878.6279683377309
9129.0,for_sale,1550000.0,4.0,3.0,0.12,1787799.0,San Diego,California,92129.0,2351.0,2005-07-27,2005.0,659.2939174819226
109978.0,for_sale,2934900.0,5.0,6.0,0.37,908012.0,San Diego,California,92106.0,3793.0,2021-04-27,2021.0,773.7674663854468
16829.0,for_sale,899990.0,2.0,2.0,2.15,1119043.0,San Diego,California,92130.0,1052.0,2006-02-28,2006.0,855.5038022813688
53016.0,for_sale,525000.0,2.0,2.0,1.93,63560.0,San Diego,California,92129.0,881.0,2015-12-02,2015.0,595.9137343927355
81134.0,for_sale,625000.0,3.0,2.0,,1028496.0,San Diego,California,92102.0,794.0,2013-04-19,2013.0,787.1536523929472
53261.0,for_sale,2230000.0,4.0,3.0,0.15,195688.0,San Diego,California,92131.0,2869.0,2008-09-12,2008.0,777.2743116068317
91428.0,for_sale,1495000.0,3.0,3.0,0.13,158567.0,San Diego,California,92131.0,1924.0,2003-10-20,2003.0,777.027027027027
43285.0,for_sale,2105000.0,4.0,3.0,0.07,1469774.0,San Diego,California,92130.0,2408.0,2006-03-10,2006.0,874.1694352159468
53541.0,for_sale,1649000.0,4.0,2.0,0.13,350317.0,San Diego,California,92102.0,1788.0,2022-03-14,2022.0,922.2595078299777
10340.0,for_sale,2899000.0,5.0,6.0,0.13,1538767.0,San Diego,California,92130.0,3789.0,2017-07-27,2017.0,765.1095275798364
109978.0,for_sale,1988000.0,4.0,3.0,0.15,1293546.0,San Diego,California,92130.0,2844.0,1998-03-25,1998.0,699.0154711673699
82024.0,for_sale,1188000.0,3.0,3.0,,1178571.0,San Diego,California,92130.0,1217.0,2004-04-15,2004.0,976.1709120788825
67668.0,for_sale,2350000.0,5.0,4.0,,81965.0,San Diego,California,92130.0,3476.0,2013-09-18,2013.0,676.0644418872267
80493.0,for_sale,417000.0,1.0,1.0,,1478421.0,San Diego,California,92108.0,680.0,2017-08-09,2017.0,613.2352941176471
108091.0,for_sale,2988000.0,6.0,5.0,0.34,315760.0,San Diego,California,92130.0,4060.0,2018-01-31,2018.0,735.960591133005
71240.0,for_sale,1446000.0,3.0,3.0,0.21,1253423.0,San Diego,California,92117.0,2140.0,2022-01-24,2022.0,675.7009345794393
9129.0,for_sale,3795000.0,5.0,5.0,0.23,316726.0,San Diego,California,92130.0,5200.0,2015-12-14,2015.0,729.8076923076923
72481.0,for_sale,1800000.0,4.0,3.0,0.39,97773.0,San Diego,California,92131.0,3297.0,1976-02-25,1976.0,545.950864422202
65085.0,for_sale,710000.0,2.0,2.0,,62262.0,San Diego,California,92131.0,1064.0,2015-03-12,2015.0,667.2932330827068
76123.0,for_sale,490000.0,2.0,1.0,,320614.0,San Diego,California,92129.0,945.0,1987-12-21,1987.0,518.5185185185185
23089.0,for_sale,649900.0,2.0,2.0,,62360.0,San Diego,California,92108.0,1167.0,2021-09-17,2021.0,556.898029134533
81229.0,for_sale,1650000.0,4.0,3.0,,96661.0,San Diego,California,92131.0,1926.0,2022-03-14,2022.0,856.6978193146417
23592.0,for_sale,649000.0,1.0,1.0,,223645.0,San Diego,California,92130.0,791.0,2015-12-31,2015.0,820.480404551201
108251.0,for_sale,2195000.0,4.0,5.0,0.32,251896.0,San Diego,California,92131.0,4089.0,1987-12-16,1987.0,536.80606505258
63689.0,for_sale,1650000.0,4.0,3.0,0.18,1750345.0,San Diego,California,92129.0,2157.0,2003-07-07,2003.0,764.9513212795549
23592.0,for_sale,1400000.0,4.0,2.0,0.15,276535.0,San Diego,California,92129.0,1704.0,2012-12-21,2012.0,821.5962441314554
108091.0,for_sale,1350000.0,5.0,3.0,0.19,28841.0,San Diego,California,92131.0,2410.0,2016-03-18,2016.0,560.1659751037345
109978.0,for_sale,679000.0,2.0,2.0,0.89,1835830.0,San Diego,California,92129.0,1056.0,2001-03-23,2001.0,642.9924242424242
53261.0,for_sale,599000.0,2.0,2.0,2.19,1384796.0,San Diego,California,92117.0,766.0,2011-07-12,2011.0,781.9843342036554
23089.0,for_sale,2975000.0,5.0,6.0,0.37,1631966.0,San Diego,California,92130.0,4884.0,2015-05-01,2015.0,609.1318591318592
105643.0,for_sale,795000.0,2.0,3.0,,71275.0,San Diego,California,92131.0,1134.0,2015-06-05,2015.0,701.058201058201
44690.0,for_sale,915000.0,2.0,3.0,,240403.0,San Diego,California,92130.0,1236.0,1993-07-30,1993.0,740.2912621359224
15408.0,for_sale,1300000.0,4.0,3.0,0.28,81488.0,San Diego,California,92129.0,2005.0,2016-12-01,2016.0,648.3790523690773
72654.0,for_sale,2378000.0,5.0,3.0,0.16,253755.0,San Diego,California,92130.0,3014.0,2007-06-11,2007.0,788.9847378898473
16829.0,for_sale,2650000.0,3.0,4.0,0.58,495217.0,San Diego,California,92127.0,3140.0,2008-06-17,2008.0,843.9490445859873
53016.0,for_sale,549000.0,2.0,2.0,,448820.0,San Diego,California,92108.0,950.0,2012-04-26,2012.0,577.8947368421053
89267.0,for_sale,979000.0,6.0,3.0,0.12,263671.0,San Diego,California,92102.0,1800.0,2022-03-14,2022.0,543.8888888888889
53016.0,for_sale,1699900.0,4.0,3.0,0.17,232204.0,San Diego,California,92129.0,2384.0,1995-08-11,1995.0,713.0453020134228
23592.0,for_sale,1500000.0,3.0,2.0,0.35,1823259.0,San Diego,California,92129.0,2006.0,2019-06-24,2019.0,747.7567298105683
91951.0,for_sale,1800000.0,4.0,3.0,0.13,1650987.0,San Diego,California,92129.0,1949.0,1994-07-21,1994.0,923.5505387378142
53261.0,for_sale,1075000.0,3.0,3.0,1.16,246882.0,San Diego,California,92130.0,1310.0,1997-03-05,1997.0,820.6106870229007
98574.0,for_sale,449000.0,1.0,1.0,,299207.0,San Diego,California,92129.0,572.0,2008-09-24,2008.0,784.965034965035
52574.0,for_sale,2800000.0,5.0,4.0,0.2,1385761.0,San Diego,California,92130.0,3770.0,2017-05-19,2017.0,742.7055702917772
5613.0,for_sale,1399000.0,4.0,3.0,0.46,323625.0,San Diego,California,92129.0,2125.0,2004-03-24,2004.0,658.3529411764706
16829.0,for_sale,759000.0,2.0,3.0,,105307.0,San Diego,California,92131.0,1291.0,2002-04-05,2002.0,587.9163439194423
31816.0,for_sale,605000.0,2.0,2.0,2.87,1544525.0,San Diego,California,92108.0,1088.0,2008-10-06,2008.0,556.0661764705883
53016.0,for_sale,2600000.0,4.0,5.0,0.65,146617.0,San Diego,California,92131.0,4141.0,2016-08-19,2016.0,627.8676648152621
53016.0,for_sale,2100000.0,4.0,3.0,0.17,121502.0,San Diego,California,92130.0,2827.0,2014-01-29,2014.0,742.8369296073577
45085.0,for_sale,597942.0,2.0,2.0,7.73,720581.0,San Diego,California,92108.0,1006.0,2014-12-04,2014.0,594.375745526839
108251.0,for_sale,1875000.0,3.0,3.0,,182419.0,San Diego,California,92131.0,2739.0,1997-08-27,1997.0,684.5564074479737
13180.0,for_sale,675000.0,2.0,1.0,1.38,392283.0,San Diego,California,92101.0,1096.0,2020-07-02,2020.0,615.8759124087592
15408.0,for_sale,825000.0,3.0,3.0,7.14,56929.0,San Diego,California,92131.0,1540.0,2015-06-04,2015.0,535.7142857142857
83501.0,for_sale,645000.0,2.0,2.0,7.73,682005.0,San Diego,California,92108.0,1025.0,2018-08-27,2018.0,629.2682926829268
110055.0,for_sale,515000.0,2.0,1.0,8.08,1474888.0,San Diego,California,92108.0,931.0,2022-03-01,2022.0,553.1686358754027
16829.0,for_sale,3250000.0,2.0,2.0,,1570349.0,San Diego,California,92101.0,2047.0,2008-11-17,2008.0,1587.6893014167074
9129.0,for_sale,4495000.0,5.0,5.0,2.47,1701100.0,San Diego,California,92127.0,4086.0,2020-11-02,2020.0,1100.0978952520802
49098.0,for_sale,1599000.0,4.0,4.0,,1252168.0,San Diego,California,92117.0,2632.0,2021-12-13,2021.0,607.5227963525836
43858.0,for_sale,650000.0,4.0,2.0,0.08,715806.0,San Diego,California,92102.0,1110.0,2015-12-04,2015.0,585.5855855855856
94482.0,for_sale,1350000.0,4.0,2.0,0.17,128780.0,San Diego,California,92131.0,1811.0,2005-11-09,2005.0,745.4445057979017
46196.0,for_sale,925000.0,3.0,3.0,,768845.0,San Diego,California,92108.0,1470.0,2015-09-09,2015.0,629.2517006802722
24859.0,for_sale,1600000.0,4.0,3.0,0.12,145862.0,San Diego,California,92129.0,2338.0,2015-11-23,2015.0,684.3455945252352
3805.0,for_sale,659000.0,1.0,1.0,4.47,1161126.0,San Diego,California,92130.0,742.0,2011-05-06,2011.0,888.1401617250674
16829.0,for_sale,649000.0,2.0,2.0,,810496.0,San Diego,California,92117.0,1400.0,2008-08-18,2008.0,463.57142857142856
89331.0,for_sale,799900.0,2.0,2.0,6.07,1056021.0,San Diego,California,92130.0,1097.0,2017-11-27,2017.0,729.1704649042844
109978.0,for_sale,1990900.0,3.0,3.0,,903345.0,San Diego,California,92108.0,1999.0,2019-09-26,2019.0,995.9479739869935
104243.0,for_sale,545000.0,2.0,2.0,1.21,64201.0,San Diego,California,92108.0,1153.0,2000-08-25,2000.0,472.6799653078925
45579.0,for_sale,1100000.0,2.0,3.0,2.81,299073.0,San Diego,California,92130.0,1405.0,2017-08-04,2017.0,782.9181494661922
109978.0,for_sale,1999900.0,4.0,4.0,,889758.0,San Diego,California,92108.0,2188.0,2018-12-28,2018.0,914.0310786106033
23089.0,for_sale,799000.0,2.0,2.0,,1097489.0,San Diego,California,92117.0,1074.0,2020-07-22,2020.0,743.9478584729982
76595.0,for_sale,549000.0,4.0,1.0,,321433.0,San Diego,California,92102.0,927.0,2009-10-29,2009.0,592.2330097087379
97317.0,for_sale,8250000.0,5.0,7.0,0.85,1344899.0,San Diego,California,92130.0,10738.0,2016-03-18,2016.0,768.2994971130564
77365.0,for_sale,630000.0,2.0,2.0,,190662.0,San Diego,California,92131.0,974.0,2015-12-11,2015.0,646.8172484599589
9129.0,for_sale,5795000.0,7.0,8.0,0.94,421084.0,San Diego,California,92127.0,5687.0,2019-04-29,2019.0,1018.9906804993846
89086.0,for_sale,825000.0,3.0,2.0,0.14,1341716.0,San Diego,California,92117.0,1006.0,1993-12-17,1993.0,820.0795228628231
81134.0,for_sale,2500000.0,5.0,3.0,,323364.0,San Diego,California,92129.0,3003.0,2008-07-03,2008.0,832.5008325008325
2734.0,for_sale,835000.0,3.0,3.0,0.11,1467148.0,San Diego,California,92114.0,1595.0,2022-02-15,2022.0,523.5109717868338
52574.0,for_sale,695000.0,2.0,3.0,,30599.0,San Diego,California,92131.0,1216.0,2012-08-07,2012.0,571.546052631579
46196.0,for_sale,599000.0,1.0,1.0,1.19,1570325.0,San Diego,California,92101.0,963.0,2020-04-27,2020.0,622.0145379023884
86096.0,for_sale,911000.0,3.0,3.0,0.97,190663.0,San Diego,California,92131.0,1335.0,2015-09-04,2015.0,682.3970037453183
23592.0,for_sale,2225000.0,6.0,5.0,,480439.0,San Diego,California,92127.0,3530.0,2020-12-07,2020.0,630.3116147308782
92993.0,for_sale,799000.0,3.0,1.0,0.16,1680263.0,San Diego,California,92102.0,1060.0,2020-09-30,2020.0,753.7735849056604
98141.0,for_sale,575000.0,2.0,2.0,,300093.0,San Diego,California,92129.0,837.0,2015-11-23,2015.0,686.9772998805257
81134.0,for_sale,999900.0,5.0,3.0,0.2,1267956.0,San Diego,California,92117.0,1626.0,1996-01-05,1996.0,614.9446494464945
35690.0,for_sale,699000.0,1.0,2.0,,54156.0,San Diego,California,92101.0,1012.0,2009-08-13,2009.0,690.7114624505929
16829.0,for_sale,1150000.0,3.0,3.0,3.54,171444.0,San Diego,California,92131.0,1970.0,2018-04-16,2018.0,583.756345177665
72654.0,for_sale,3475000.0,4.0,5.0,0.15,1484829.0,San Diego,California,92130.0,4361.0,2018-06-07,2018.0,796.8355881678514
10340.0,for_sale,1345000.0,3.0,3.0,,310202.0,San Diego,California,92130.0,1550.0,2018-06-07,2018.0,867.741935483871
53261.0,for_sale,699999.0,2.0,2.0,0.34,1675485.0,San Diego,California,92101.0,841.0,2004-05-14,2004.0,832.3412604042807
27476.0,for_sale,838000.0,1.0,1.0,2.15,1119047.0,San Diego,California,92130.0,900.0,2019-03-27,2019.0,931.1111111111111
16829.0,for_sale,777000.0,1.0,1.0,2.35,1316466.0,San Diego,California,92101.0,726.0,2019-10-21,2019.0,1070.2479338842975
23592.0,for_sale,1099000.0,2.0,3.0,,1096361.0,San Diego,California,92130.0,1202.0,2015-04-30,2015.0,914.3094841930116
27476.0,for_sale,1425000.0,3.0,3.0,,892183.0,San Diego,California,92108.0,2015.0,2020-02-07,2020.0,707.1960297766749
29425.0,for_sale,3899000.0,5.0,6.0,,1662772.0,San Diego,California,92127.0,5253.0,2019-12-19,2019.0,742.2425280791929
84804.0,for_sale,749000.0,3.0,3.0,0.17,413014.0,San Diego,California,92102.0,1830.0,2012-04-13,2012.0,409.2896174863388
36389.0,for_sale,749900.0,4.0,2.0,,1378775.0,San Diego,California,92114.0,1464.0,2020-07-24,2020.0,512.2267759562842
22611.0,for_sale,459000.0,1.0,1.0,0.92,1573932.0,San Diego,California,92101.0,680.0,2018-09-05,2018.0,675.0
23089.0,for_sale,1199000.0,3.0,2.0,0.46,1242198.0,San Diego,California,92117.0,1616.0,2017-01-23,2017.0,741.9554455445544
72654.0,for_sale,548880.0,1.0,1.0,0.69,1424445.0,San Diego,California,92101.0,679.0,2011-01-19,2011.0,808.3652430044183
16829.0,for_sale,2998000.0,4.0,5.0,0.69,495725.0,San Diego,California,92127.0,3867.0,2014-08-12,2014.0,775.2779932764416
109978.0,for_sale,1798300.0,4.0,3.0,0.19,510461.0,San Diego,California,92127.0,2250.0,2011-11-03,2011.0,799.2444444444444
16829.0,for_sale,749900.0,2.0,2.0,,1001516.0,San Diego,California,92101.0,1138.0,2021-05-19,2021.0,658.96309314587
15408.0,for_sale,960000.0,5.0,3.0,0.04,1791430.0,San Diego,California,92102.0,2028.0,2001-09-27,2001.0,473.37278106508876
29658.0,for_sale,6200000.0,5.0,6.0,1.38,1673137.0,San Diego,California,92101.0,4441.0,2015-05-01,2015.0,1396.0819635217294
109978.0,for_sale,989000.0,3.0,3.0,0.05,240978.0,San Diego,California,92131.0,1396.0,2013-01-28,2013.0,708.4527220630373
53541.0,for_sale,1549900.0,4.0,4.0,,1834858.0,San Diego,California,92131.0,2117.0,2022-01-25,2022.0,732.1209258384506
76766.0,for_sale,600000.0,4.0,2.0,,1416183.0,San Diego,California,92114.0,1414.0,2010-05-21,2010.0,424.3281471004243
23089.0,for_sale,798000.0,4.0,3.0,0.12,1505499.0,San Diego,California,92114.0,1797.0,1989-08-02,1989.0,444.0734557595993
433.0,for_sale,980000.0,3.0,3.0,0.06,241283.0,San Diego,California,92131.0,1396.0,2015-09-22,2015.0,702.0057306590257
46196.0,for_sale,419000.0,1.0,1.0,,454699.0,San Diego,California,92108.0,700.0,2020-02-25,2020.0,598.5714285714286
100922.0,for_sale,774900.0,3.0,2.0,,149843.0,San Diego,California,92131.0,1248.0,2018-05-31,2018.0,620.9134615384615
98410.0,for_sale,589000.0,1.0,1.0,0.69,168868.0,San Diego,California,92101.0,994.0,2018-02-27,2018.0,592.5553319919517
23592.0,for_sale,1650000.0,4.0,3.0,0.21,1836492.0,San Diego,California,92131.0,2555.0,1971-12-07,1971.0,645.7925636007827
11574.0,for_sale,440000.0,1.0,1.0,0.66,226761.0,San Diego,California,92101.0,667.0,2022-02-01,2022.0,659.6701649175412
